Consumer_Key,Affinity_Key,Affinity_Category,Affinity_Subcategory,Affinity_Value,Affinity_Type,Affinity_Score,Affinity_Last_Modified_Date 
rbJl2RE506oZs7D9NfhpTgYRa3PinheBk9Jgxx4ZuQoiIGrGUwbaFECH7KIsyeAq,XoCYjSA7BppKbRSctPXZtZrKdpg8kABZXtOZw7YVnw6oQ09UgaZ2K2hBtHVdkxrV,Sports,Fitness Lovers,,Calculated,3,2023-05-22T15:21:23
umWXYG4G7gdHjdQlRltnGPDYFS4ZzcMT0CmYTkdJ1NkaQIqcy3YYDtv3liHyxIvL,KhXFQdl3N0q8vqGdHwk18CYrOq5qUQSQtFdyJYDDwflYTyyqfhFndtsiSyxOvL8n,Food,Vegans,,Calculated,4,2023-01-07T01:20:11
y14dxYMpeSbePzPLktcgbJXb9MYELE3YolMc217OlBK4yKiFNbNjcn2I4l5g3zFT,OWQAY480UX13hN213jgdnDn4ESYrEyOphZbky2I1qRweUSl8sYmLIo0UTkiF5WxS,Food,Healthy Food,,Calculated,4,2022-10-28T12:47:51
i9p0ZkqaJE5glHEpoyuwUNgHGr4fU108jDYHFnB1GBsJsXFsJc2xqGYcHERYG2aJ,fKLw1x77NhawHxn29sm6r3IZLxvOEdF0A1jrVi5SnfF4u8EbmGCvHJEWPVbjijbJ,"Health, Hygiene and Wellness",Pharmacy,,Calculated,7,2022-12-02T12:36:47
nz4ghTihhRFwjRoHMMUazYE5hhTeNnAuynwKbBbb37Sj7wPHPpVPjS0atIZ4DY5o,yzBqa1lPhMf4j4UQxjX5Tbc8kYoHomhWnzridkGX5KIzx3SRVerjPL1Ef6iK3ty8,Home and Housing,Household Shops,,Calculated,8,2023-02-02T15:07:35
epJMDF1yMu4kSaVvEIYO4iqN9Bamc2ANS1jowYUrnRY1lyPx1BdrqkaydUNFtxTH,kz1pWlyGCOLFL8NMJ044bIUPdlv7YeIpXHV1cg7YJwiilMAwBUlr2CV9eqGtVIzw,Electronics and IT,Shops,,Calculated,3,2022-12-04T03:07:07
sQsl7Z06FU67WRthZ86WCJZOJ5Nj9tV6AwSb7NAj4WJE9QKQOSwD6KjXEOzIDbEu,yorxqNRlrWShyipqkUZ3a7D24BHvJs3KqDN3JQNZcDgqnGmojCqKBNOujhXzeSxz,Electronics and IT,Shops,,Calculated,6,2023-04-06T08:41:12
qGBPxDRFj8Y6lQKqnLy5WhMUwDAik3ndFAMEKdfLCdX8Ankqbn2TX1BBNr7w6NZU,7f4YC8nddR8C08F97JRMQGR9kuVGLi7bzHtm3xMWjIfh60rC2R7X26iiAA7w0oCh,Sports,Shops,,Calculated,5,2023-01-13T04:02:11
638QeCqt9ilTYive8bsvCqqu17a6yFHat87Q4QVtRiVwDNVFLw92ENrfL6GBM1cO,NPGyJZS0qRGgR54Xq0X6on06n63AvwFdkyNfovOgBppTCjh24f4E8R7h5p7GtZvR,Shopping,Shopping Centers and Malls,,Calculated,6,2022-10-19T15:56:33
y755e1zItpa1w4G59jlIkqHflpaqqQrYhrpiIQnTYSGGysA0i7yvcEh6VtqQA9qh,V83ixr6pQ3WNgAEb75pxLTpcCGgMHRy6F8A9oQEE7z0GIJ8VxNkcQzozbXFigffd,Home and Housing,Household Shops,,Calculated,10,2022-10-24T13:37:19
llbYuQxOyvKDkFsnoV6MbEnWploIAgfYX3wrfWGobpPqXIXmW5Rg42yVKYSz2KQL,naYARiSh4BxVHAb6shrT6HeAB6Y7fLrNJYeAIqvHkjHV8xHamfc7GyMp9bN3t9nb,Electronics and IT,Shops,MOVILES,Calculated,6,2023-03-31T12:18:01
J1OrT3uSeNyUEkKq2O64zUSZGDjH8pP7Z7r7g7OqDqun5wJKMULIsX6F6aotLXmy,WZeSLssB7Ww5IMDu7FuV2DWw0gFVcda1q2DERV0fplkTWSWJKa4RUVXWcKTrhnO4,Electronics and IT,Shops,,Calculated,8,2023-01-26T06:35:15
Iy0nnnaOKdHjpEU6YaJF56IxYzfDx0w3QWpWCRzLZ7gAc92Q0bCzuoV3l15Kleel,afdJd2MjJoSGNi7iA123kJ2EmGnJbdrqG1f4BwFV0kBE323uDy91drINqviKOfB9,Sports,Shops,,Calculated,4,2023-04-16T17:06:37
TwCjmqqWmq8sbVRtOseLCbjSt88iBrxrFxv2OF8HKWgfBKvw7IUywdTfqdYukfya,kRbW1skmldzCsjuAdJosj5AF73St70RiaeGS8yRplWBhd9Fv88QdQxylgJ1njwZI,Fashion,Brands and Shops,,Calculated,8,2023-02-03T15:54:12
pouqDVtXRcQXMuuLG7UK41z5mdwWutYTXch2kTDuu5PUFLroWLwJb24z1xhbmJYm,l71fPhoSYMGBzz5r7klSPLt5JXCsQ5OgQpWGsyd9ExCYhmWcUgrUiyVo9bLzodVO,Sports,Motor,COCHES,Calculated,5,2023-04-25T22:05:29
JbwnGGVPRrYB2bQESnZY8AzMIbVVe7Atz9ceBo6YEIlTzROy55qtMvn7qtBUSFjM,cafV0rFwifVf8sKEQPngKmYqcfPAFFukUp3XdyWt9NcQj7HkAckwfzBelFTzK0Ou,Sports,Teams,,Calculated,1,2023-02-18T02:59:10
I5atEOgqXVRYEsOB4dWX0xMqCGWWPt3NwABRfR8EatLlKO8mOC0fMrTuZZC99XVo,VQEwEQ1df59QFZDD8TpTtCPn6zvGm1wVv6QcD2vpljdIkABTZCZ41s3rzZXHoqJc,Travel,"Countries, Cities and Other Places",,Calculated,10,2023-03-18T02:11:44
7qsGJdu6sAxMtPMLMATaQEuplAPRMsz8igzqUIz8hsU3CCJxCHlIG81kZ5pGQRmX,C4WDlvvAf8DeveJ2nCsEKfMmxHmUTKirNbi00C6bii1p0Q2OgKl2uE57RFmULFVs,Travel,Travel Agencies,,Calculated,5,2023-02-28T10:43:03
zSzKL8xKyVSBKBoLY7LaXkf7xltfpdH0BPn4ZiczxIg5nSvK618GoVjIOhC0KU8F,A86yPBhCIfh2PEIlB1qklCOnNeyjeITvf0V2MDNhuK3LqpXjeWNX4ZGrnCU5ItE8,Travel,Hotels and Apartments,,Calculated,6,2022-11-22T06:50:34
hgG6FFRXakW33NxcJvAKosmDibdalNiwQzlJwYolQWWIMWWVz1PB6cMxcGCmmZtC,RyjRyHlkPq7uZdQmuRjpy967QTh8mnAckKIOxneztkKVomruHiaAm6oceOLmjTNV,Shopping,"Discounts, Promotions and Coupons",,Calculated,10,2023-02-21T22:51:52
BaiEcEdSKmlxQBux46Mmr4jJ4QMkYXdHq2s1FD6CoxNcKxIBdjAB3H2vYDtSAyqQ,cy3jCYQOPxnDEeM4i0Z1burk58bJjnFeHfwtzFK5G6BwtTwhr5UT3GcO32uyW2vq,Shopping,"Loyalty, Catalogue, Private sales",,Calculated,6,2023-01-23T11:25:02
cqz7fYMF2YX4NbtsqBJkOXNehPuaIPU2qRkuZoVUQZ8Z3WmGSY23Oqma9jIQiPp7,KOiVrK5UP36O2nwJpDFs63VAa6mbXG0IIjSbczh6kyySPlaf3rCatHV8Ewm3GkpA,Technology and Internet,Social Media,,Calculated,4,2023-03-30T04:00:03
fTtRpceH24wriqFSopCWwsiUZOswGVe5kly4tWmHbDva0zz7KCP1hbw05pDMDknl,dwgwMP388cobL9i9JyM4bWKvVNa5k07DZdEGJsNQOyHqzjvagWnV931hxn6dbIWr,Technology and Internet,Internet,,Calculated,6,2023-03-12T13:49:20
yeOXBKBxuPX6EJGItwRYWRWOIjevVmMjt5uOr2gAkxVBJXkIiRET3M8G7Y6WiTQj,cyCXPz6jVAD88bMz3tQEMxyAnJH60GbTP1XCoDLivU71Ov5ACnrqxC4DyjxUeBxq,TV and Radio,Shows,,Calculated,1,2023-02-26T05:01:31
Xwjro2D3YehooraQUxHbkzh5tX6yLvXKvQ58aciiylfT0VqiMMcNOtk6kZZ1pKUq,JmEbqOIWGBMQcRzfnLWzGCWmdlwHAcQZtnDejJvOUztnczxC8yAKci05gUd5OLNp,TV and Radio,Radio,,Calculated,3,2023-04-23T02:34:29
Ox5WVm6IXoAKpjBLpj7bnHyxqjpxQjdhFnXodLvEdp9I2684j8Fjmja4VnTultNa,dKzlIyH4lE3sWaX3i3b6QXZLTztrWVqgrk98fOfms8FVy3CsrZzqE9xyELUMZWTc,Leisure and Entertainment,Comedy,,Calculated,2,2022-11-05T02:30:52
U5MENRtn3Y0wp3VDPF03PkoPWD7m5P0kJQveMTyPiXaqctoQvll3cm2NGUpSH0az,WLcmGAoMTixaW2z1etyY8i9DFoGlU2CQKjV07FIo9mANI86p8VjPmJUm6zycY6SQ,TV and Radio,TV Channels,,Calculated,5,2023-04-17T20:45:08
Hbuf1k2504xigRcNCrpkxQSBdZs2I4FooP2IFlxwcA1rcV4IT99jg3heu4NytjeP,FJaCQt4e9JyjrQxPtZHZeb8AAIV6OQtO2LoAkVfORfdBSNocLo9qZEi2fmYKGQke,Technology and Internet,Technology and IT,,Calculated,7,2023-02-02T14:15:51
IHjmHA3HN5ZQ9Tii79jCGxcqD0dxFaZjn8nxONVkr6KrXKHxLCRLDaM9olB3o9aG,09NSDdHB6Quas6VsFMl8IXUThrc1sMhgDSCTDPdV18vWQPVl2xBLgd986PZNcDlz,Leisure and Entertainment,Bars and Restaurants,,Calculated,7,2023-01-27T14:18:15
RackjfJDvTvjECkrT4h4HisgNj6BWgsRLUePdvDihzNMm4eWcQp7XAzTRwXkveEb,jlDbNrKfALJRbUP3mlJuSpFEMj2aAMjtlPYdq4k6VOmc5C4DroSoOQrLvk4ClWEr,Consumption_Behaviour,FIESTA,,Declared,10,2023-03-13T12:07:18
ZyoFdyvv8mKBn16pMPUsTz8EnuRwb4l6K5zHjlaEZaJGH8ng1mbnSnuxPumnuiAS,LvPF2E6WBliVmXNz1ldwupwWKQQDdtEwnG8dp9zC31reSi3vnNYTdKPGWhaB0MDT,Consumption_Behaviour,COMIDA,,Declared,10,2023-01-24T23:09:27
MJ8O2Vcm9mdXbMWgNmlHQUXmfnDqBiUyMAqziaMo3ISgLiLh9vxcihxnTUI1icwx,E7vC1K3DWM8EhLsBvbVCJUiVY7Jb5bGcjMH3G5ManbL28smb9rY4zOHR2WrAOEVJ,Consumption_Behaviour,CENA,,Declared,10,2022-12-11T04:53:16
CwZDrAGRq19DT7173hOQ8OpZdy9io4PGmansFejX73Z6yGASdDIB1bHglhOHC2t7,PNAzILsjYqC6pGQK1g5V6p5XQcDAn7m0QWtMmVr4AJR709uw6MeSgYehHqKK8KXx,Consumption_Behaviour,APERITIVO,,Declared,10,2022-12-24T05:24:01
lupDsuHKXgwksuRDOe0Y1veV7FdgcdXR2dNWW6GpdKCskHEzCkklBk9Ku6H9dGJ5,fAGUWnXs36l9hi6fwMau95cKUWL7OGsbktzxxhafXZa1MjVPs6kHruKxK2pxdIzc,Consumption_Behaviour,FIN_DE_SEMANA,,Declared,10,2022-12-22T05:07:01
GO77miH7I4JobJQ2BIr3SyMpTtg09NRnwrOEFjLlonSk5KJbCRSwpQEHzUmMt8E9,VzJUMVw7CIGpIs2DptCB0TjE75k7jvpYslR24VeT1wSjmidRgNOuySWBkCIQmUB2,Music,Music,,Declared,10,2022-10-14T21:00:04
xWaAkC1x3lagh62dLF06oDJfBd6cWoWKpRdFPknhXkokboJkCBi1DAAUTrlODe3x,bkhq8kBDwkYyOZFzycGYE0tpIoanvt17tOa0VvjtnwTmgTNVsbDoBxhgovFFhG2X,Food,Gastronomy,,Declared,10,2023-01-05T02:39:27
x1vq4t1F4ix0H7Y8YnPcTAJJY6k1UvsXsIFPwJu31USUXC2BISQFVmuS8nzPFZkR,tCoLAIjCBtsz3ssy5HZCTIvUKZMuzknFqMskJzD2ahtuxLGaQHE6odHzxTEKGSJV,ALCOHOLIC_BEER,AMBAR,AMBAR,Declared,10,2023-02-19T16:57:02
o4um1DETi065cSf2TdZOheJpkYDtVaYvjq4WaekHiczX6vrFPPu1eDWyJuOn79zd,NA6okg4F2uq6cwOeFBy9gK1jT2KNaFVAwFvycBQ8wO8VydwggsTOsHjTv1Io2XoE,ALCOHOLIC_BEER,ESTRELLA_GALICIA,ESTRELLA_GALICIA,Declared,10,2023-01-15T12:25:50
nyhrw6t7FBW07MtdMesDc0xbeyE86dx8jtGchuIJUE01WgHIxmSd2UuAOjaepNqu,AjrQpnuOk2Nd6yRLChvzDIRjhn1Glto7AUB4ICPqznspGbgifFI9upUXsWt1jjS6,ALCOHOLIC_BEER,SAN_MIGUEL,SAN_MIGUEL,Declared,10,2022-11-04T15:38:07
YbqoYlovWIdGs4GZxTSA81EgS4fccl1A1fnSMlSS2J7DzeygrC0jT8eMTgASel1l,KRgzKPQHfBeKTqt0VA3gYrVnhc9tHlalJwbbkKgxuNl0dun5WtCvaoN9KPWFDeBD,Shopping,Shops,MERCADONA,Declared,10,2023-05-07T08:41:28
pLj7J5RGrsBVI7KCocre8zKxc3V5WQTKCtWDnPz9cHAh9rN5dy7SiwYJxXujresJ,JT8d71L3051yIJKgcT13aJa4MJktYWFa79Uc0gFA9FbOli8EnvjehhCror9zplXn,Shopping,Shops,EROSKI,Declared,10,2023-05-24T11:49:58
77JGACRHJrPIEfgAjapzlUcymiq2H7CwYMsGNWLQjGCGZ7tAUGCWjF4iktWrFj8o,esYLXyIYqgOPbSM0Qrd8bv5gZfszvvc996gaDT7yuQev1kwroxZVAxNek9Uq0fIM,Alcoholic beverages,Beers,Cruzcampo,Declared,10,2023-03-15T22:30:11
pMuluLczS1X37yB5rCeWiMGpqb2k8FLNOFJTgWNorU4geEaUbyDtmurA0kM4j1ed,Pc90n8xlrkqwrNm4jQbNFPgXB0ixHE6oIyzcC8xhCPbBSHZjCDfojvweITDnc0ZL,Sports,Sports,,Calculated,6,2023-04-11T11:12:10
jo8EVUi57g4ibxKLNsCbKDQ9WbAWtxkkMvdmdvfKwhXRx6VL30Vgq3lcKVGGi6uw,K8ww54JQyqM7yM8GAWYfXXdxC799b3iASEV2HmnqpkYvE8RctIdfZeNalyzW2x43,Sports,Athletes and Sports Personalities,,Calculated,1,2022-10-06T16:53:43
7NWFswjQut6segj32aOuzb0ANnqgpBXaV1COULXxEBV0UEnIDlUJNoE0ayqvjhAd,szGqE6pRwsNJ6SLNeTeM6v5aR9Ju4u8Bdk24IWslxP6PGO6P0QH0Vll9CeEpLuGG,Shopping,Interested in eCommerce,,Calculated,4,2022-10-18T06:52:49
vYqbe20TPZzZuSqvo0VGbsELAgPHHZUMxiaBHtvwRGNdkcycYVh2gddtYEq5FLf0,SiEh3ztwsd0eYsuU8zBxKLJPY3GIJI1Ormrs6fL0LOR1HdFcYRlduZdyuBzrcYyP,"Cinema, Theatre and Musicals",Actors,,Calculated,2,2022-12-09T11:03:27
I8h9ybdZFb58Fz3gy11rfkm15VXkIMYa3TGqda3J6QUQGHtQVJTEbHtVFvqw3f36,WpabZl99RDtLRh0ZqtoWziRCUH6W4sufveANV3Bmt2HEUzvPnc0W71pfSWyUiAkD,"Cinema, Theatre and Musicals",Movies,,Calculated,5,2023-04-25T10:59:06
qDsvcBl9a1IUHfLTjHeXxwEs30CrXPHX4asKn0UCqMF0QmJHLuKVvMByzER9C9ys,TU9AgNJ5JGeQ13ewp4E1Z1Cz1jgr5l74aoGpx7YBiemJKZwjslCDCrEfmAvNQdcI,Soft Drinks,Refreshing drinks,,Calculated,4,2022-10-22T10:03:02
6VR2Gad1qwlmGjElGAihWNVFfVIZnLuMTiUa585RzRDTOTrm53T00tRNYZ633cRL,km61AFXmh6gTF4L51krsaDIanU3IfubRrtG7dJrSyMdNThUWalzvc3G8BOSVUCpX,Women,Communities,,Calculated,5,2023-02-23T18:32:20
R1gg5ruvQuobt7q8IOJHrJVCpXKetZPFYcFrZBGJtnpjfnpWDQMYQAZIm5HABtDZ,eiFpnVPxR49gHc8r6Sn1uBkHdQ2XjgJ5Pk16m6chsaIdIXQBA9wyJ2ketzofbDEv,Technology and Internet,Apps and Online Games,,Calculated,2,2023-02-23T22:44:03
ecrzXcTY58QNaChd7HJgj2lOWIuIynyFoN5QFAvedrTWEBmPIVorM2BGh7O4RWmm,GqS2xjqtNR8FtlOsqS2noXnrT1i2zsy0gT47g6TqbgEfpX7saGVRmshIUQ6G3JGU,Alcoholic beverages,Beer Culture,,Calculated,4,2023-03-23T12:25:46
LlxTC5wbfPKmYYavIGiHE2yafy0IXfFfiMfYKNlW3v5p8tDCilaWCYOUD0s7wBxv,3ic0ai3LLGszcbrke1Kav8fFUvm28RXpWNXMwKHay5c74u8gW3MyyXBiCP6Dmwq8,Alcoholic beverages,Beers,,Calculated,6,2023-01-14T14:39:06
Wvwf6Y5SaGZDwGX36XtcpOg1eHQfKuLKnu8oU6O7BZ6qXon53vIuZNlIk5slscCe,IG2jmr6Yll10foOhleVSCf115A0h6UXd87r3OqII8R05ueTckqVhg6eGWMK4Xz8G,Food,Gastronomy,,Calculated,6,2023-04-27T05:49:04
tuq6xAOcALNyQuHo7FmGq7rqlPUlqsOqJR55FxUV1XNLivDQEOrgpnzUkubEk7uM,QmzYb0zmYeGI4GwUvQ5b6rJPA7la6zSwkQyA7tDpmOkipm658rfaGFXQaLZyAQI0,Food,Cooking and Recipes,,Calculated,7,2022-10-21T21:35:11
7dG43CqFGgOyVjPWV61pxAziQjqOdjerzlHx8y1AxyAVoPXb8yaIO0sE8NoDwxwQ,BIwlTLv7iJGs1KfMtLH7XUpOe6uwWm2O1OTQaf1LQ7ktsYr6bPSzDimfLoAZUo8E,Food,Gourmet products,,Calculated,6,2022-12-31T13:26:56
Ne62LxRGhCjJXFeZBztXWIxXSq9lWenrn4sKwoj2jnmICuLjL64fK7EUTgjlj5ST,BbnxzJpt8SlBUozhhoYXeGsMGpK5riMGWM5bVKcDUucuO7WUmlohfXAxezCokvOb,Food,Snacks and Nuts,,Calculated,6,2023-04-10T07:48:32
K7iRVre97dI7rXYAmxqPt2y4d3ofkGKg3R2HeHYq8zMtx4CruWmj9wSoJv74E5Gq,LuNIfFLVotf7KTnnO5kMGtREyWv0HuLVi6eZlB0UILr3X67D8Dc2F72clUBoJ9xl,Food,Canned and Ready-Cooked Meals,,Calculated,4,2023-01-25T01:48:16
X123uAWEbneIl2PwBx3JxNsR9VDqHXHSIvq85sLdk4y0XQn1cY0jrY2gBgKoBa6b,Ov4TsMPhzjYxnGSMxOknyQ3I70KbiyWur6csVvRyFJsgvoIunq5AKKTkkMygMXLi,Food,Healthy Food,,Calculated,10,2023-04-14T00:18:39
5I9R8prfg7iU8PVtIUUNGCBCt1UFss9aqgtbnP83D7HU38xaz7eDxacafuE5nbeg,qEpZC7h5l6WwoV9e1jeVQUkrMMwSD4jzAvyebXm5GhEx67pFjr7nWeNmqKpMKMNJ,"Health, Hygiene and Wellness",Well being,,Calculated,5,2023-05-17T03:26:30
N9SYKuP9xz3fyYyJfdSWOvSAmxEV89qXNNiPNoTuqnaKXElCEFkJfJLuagsm9Vp8,nfeb3z9M2K1QJEuPqdhovK7ZOG20gFdQtcGiqLNwpbHjwlP3hwyBpuqgFgyJiGQM,Sports,Fitness Lovers,,Calculated,3,2022-10-20T04:20:35
GPwIifxwLqOTnG5IhhyxGmCfdcg0doe5RsZ088RJyY1jvYRKC7BRdTWZYx5oukVO,rtXRhMmHBELEfbeQ9pwcRhchWTgihtG4e1PDbgXY9yYAqIossTF2579AvC0UqoVw,"Health, Hygiene and Wellness",Pharmacy,,Calculated,6,2022-10-09T04:33:49
mLcPTXraJhto9Cj4uORjKnatPi1La6qy0mmgZ2EBnI9RSwr5Ih6pBqGSk4NmA8Tl,dj2GvHdXmKoUtR8RBs7AWkwEPSwY2SHNSbMWW61zjultU7tmZ0OOcWGXBwKHRMyz,Home and Housing,Household Shops,,Calculated,6,2023-04-20T06:15:12
dZNLGsRA0lyxkjwfUI2TXuOMs3Q9Ek8k5GB2NkykITDk9bbY2wNnW496MyYYMZkF,NjzNYSiovBqgW9cPlLpKK7DY6JhdiYuBe2aOK0b1Wd4dK03vT1paey8v51dMMNMt,Electronics and IT,Shops,,Calculated,3,2023-01-12T21:54:58
GSsQXBOvi2zr3ejmzewPIRAfXYAGeWeXH0niyz01DQwLb2LqAk8fqATFK6qF3XQT,K2luXjTyIZSaODAAf0BvGvBIy8i0Jz6TmEp0qmnTGP6tXAGqZ5wMrd6NUjJotH3D,Electronics and IT,Shops,,Calculated,4,2023-05-08T18:13:50
3oJzhk5OXMGvkSQhZ54X6VQCJsW8qedZgMupVQJDddv5fg6H5s9SZXCvXm5VuclT,w6uzNFT5RRbSDifXO5eBCeMbsdOu8fslUFiIUfrB0tcUx0z4Rty9ndpootRQfmTf,Shopping,Shopping Centers and Malls,,Calculated,4,2023-02-21T19:02:55
JaX7c25Yvtzzpl71SQWbeHoabvexv3Ytm2LX5xujYDUMw8BVfkkax38p2dspqWuL,GR7SnzbgWU0E0RnrdBe02rXszobRrRzvjzPV4dYTzjKYXv2m6RSD85XhlJF56rr3,Home and Housing,Household Shops,,Calculated,10,2023-02-05T04:55:17
6gXpScHlnkT11XRl1IQ6lQM9xnTOyUwCKyxc9G2QdSjGgmom0Noce4GUCFQ6pVZa,PetsInv79zxdNCu4hBb7WRnSG4QS5JqhZiPDXMKVRgZlQzUKMe9LTGFricxFwFhl,Electronics and IT,Shops,MOVILES,Calculated,6,2023-04-17T01:44:18
8lxk1ocXyNPG3tc7EUvF5dNiHVjJ00Q08HH05BQPZyCehYR7AVfIqrXkbjK9ZOn7,WJcnhkl0PXOy8IP7cMkeh3LRiUBhYjFYfpDli2GWD143nWYR1kEBy0maZdEqQIya,Electronics and IT,Shops,,Calculated,9,2023-02-17T01:32:18
y2eR2ttPnCgX9r6CMHnh8YRVNpcQqmml2vPFLD27Ev2wNI99L0G3QaxYTGGTbWoy,wDaH6QS6KingiRtTobUKw1IHDo3Yz8uv60yrsND6eUn9K3WfAh8a0YZuj12VVoVs,Fashion,Brands and Shops,,Calculated,6,2022-12-15T09:48:06
fcwf1O5PbqJidzseeFvLtN5zhPQRTmJYoghbLTcbLRLt3nB4AEBMtNYFuRhRb1vU,RmSo2i6SM9KyuKPFDX9ZXGwuChcxmtLkAZcKExX9pFm3r7EpVCUMsvWHia9bvGLb,Sports,Other,,Declared,10,2023-01-03T01:11:54
mh3HgyQXeJTZfuAuFizGXXOPmm3Pi57bNKR5DK7flfeyuzkUm8c6eQLZbWa5Upsq,MFT5UuoMJp7RY98VfS7qKIlxiMmT34Ei2BBWTl8ZNYmQB4TrHffyhdOrqGsKcGUu,Music,Music,,Declared,10,2022-11-12T05:39:09
v8rodGSV07eV8omVebdTBsBomghT3ba5kDHh9pzPxWaEpci7wSCYZNgiMcaMYEC8,oFDHrZpi2PYpoEMkVw5DvuMZSehXeeVuMUKKLrMYrJLHTyTfWAha9hWR2Ri0z5hW,Arts and Culture,Arts and Culture,,Declared,10,2023-01-05T06:35:22
DbDUfBsHNsvgnP22UAY9lf2gzX67MR9WeooB0JHpeXPDxBR3TpVF3u1WUCuAply5,u0bfNnUHqAo0NJFVcEQrfpdTBLs0ZvNbvl9DTOIOcJeHWOMX6S3Ke3KZf40lZ4EW,Food,Gastronomy,,Declared,10,2022-11-17T07:23:13
SikdupCdDdxytkGOdy9EMD1s8kmWGgrTxEyZFBC3Vw0OfnjcK04MlVsDRIal6QUt,t2nXN6r0rDzDjyemMtmEw5Q6Ga9YuOW6OSQD5gI8AhgEVX9uPub21VfQLuTNe6KS,Sports,Other,,Declared,10,2023-04-06T15:43:15
uomv9G5zTGrb8fQeddr9yddVetnhhSQ1E4FfANyDP8yz5XUTNOjr2wb3jz2q2qa1,WojsAsEAEXDjHXWJy9Vq2APtu84h4wokYNSPWhrm34YUMqRPhR1ZcoC8YyPjbjqP,Music,Music,,Declared,10,2022-12-17T04:08:23
k2v2VPEfTknFsJus4dWkcm3Q1Fob7oL6oz2KY5U3ol351X1dP1YDBtwx7NTmVQUa,8Ag4i9musyKxLlG8em2XiMPkTVXBU4UBdMzLBWqbmGyMThwDjM8eRWtEAzUYJUTe,Arts and Culture,Arts and Culture,,Declared,10,2023-04-20T00:07:29
gfYOgqoYWB0oH5GCg23CZCfl2iaxdZwDanPb1ERyUyvgfdK3lFawe2hVWDeztW8Z,BKsQWPN6pgzkJ1ja3zGsHCY5JaqyTWP2X9heqaXBwuiwMOCMWluDKuKUwQRM9qTN,Food,Gastronomy,,Declared,10,2023-03-29T15:25:35
5iZPYsZbmoIyqGMBbxz7ZYSVKYfRI6pNilbl4nLPCh3mvk2UzJikoCfjWXb3JQlP,EdpliTrwnsaCz1IC2ijsXBoTxCbAcnIMpKJ3LqbJLB7KMLZ5hd921lfnaNmYqldK,Sports,Other,,Declared,10,2023-05-26T15:04:09
JjLifHiWXBjRXA7IC3CXGwk4yXLDTptBXd8mjBnHzyxT4VP4pOxP2vF5SJDZHAgT,oZ5yzTS1wmbZgsV3GsURxD9cU9VStypJfb6vjlnrr6vCo8RjU6fkYPh1uhkpifVW,Music,Music,,Declared,10,2022-11-21T19:45:29
mbXluPteIy0pZInrD5VoDfBgmZNPXeKj3LsuVRz9ZGvQKB3osGrXnR6VciofMtwA,1tU5HT3HXJcQ1s1gCVRCzPCHBqwhV4S30m0fxNGzVHeoabRnGctSGQ5yVhLLCsVZ,Arts and Culture,Arts and Culture,,Declared,10,2022-11-09T02:14:59
vTx0TjMXh3VWZ49yt2nsQCQcxqXYic5QlXAx2NN48hXNDheHaYskU1rvH3UiIx9E,V2fSdiffnX6ZUEWfuUnrpetX9yQUAt3Lwpam6xqgiJUHSGHTN4uxgItOJ0Fm9V6J,Food,Gastronomy,,Declared,10,2022-11-19T20:23:17
rYzBPd3YXA6OnpILCxt3d1URSLVlMl0Jq5GUIb9jRZYgxs4abMknjfynxpeghNxz,EKYoKMpVm6Lfn0MkKExP6wh6UCA8rOlzAlEvjkau8y6u0KmVfd2VIxMij12Q78x6,Sports,Other,,Declared,10,2023-02-11T20:34:07
EeDCDdEICARHDnnVzMVxTxku0FytEe1bYRS1Q8l359jmmNaU5ulrWiG3Xo66Xram,0dtjPr12aRYrPujLWddHhW56jm2H23PmORavcBJ9xDwg7fUrsuuMOUuPTUlWnw7D,Music,Music,,Declared,10,2023-04-28T17:25:48
i57cG5grfAmnK5CiUg8lvQyWvf24vI8Lysedj6FZqDysmwKlX5gMVfk25UYLziu6,5YjmF9ZIb0CZRF00UU1Zg2izsHpbgqeJK3PFTTMm6aiTUs5titwfhKLe5uWOUrfW,Arts and Culture,Arts and Culture,,Declared,10,2023-01-12T12:57:38
GzK32bAYagEgxSRoeQnyJ9kDBoFoSHpO4NksDmQnWtIT9D6cAzatZEW7urjoplxp,kV9PZhzgwsbSDHBYGXsA9BC1q3o9QPqrNWQXCF4y2LaRLzNthhFdDbYLYDGVf8EJ,Food,Gastronomy,,Declared,10,2023-02-06T02:27:16
xHJQfgDYp81CalmC6LtwcvEgCcgwD2zP0K7oFpzzcaIXJFadBP6fO2ibcfhCA5Nq,gvNCQSFR46mnsQ3iu95HHB1JHx9Pfiu6cHuwlkIqm5eYCdobXNQ9tjgmrPjzpzlB,Alcoholic beverages,Beers,,Calculated,5,2022-12-06T12:42:52
rxp5sZNgWTysaDoAWJYxulswMUgdlZswter7PCEBgKE6JZ2e3T6bLdnds08kEc7N,fMrj9Ry5DGEq5DyWeEViNKzkk2XWjbwKiXeNn5xKRDjKTW634pjIJoAAR25xA0ym,Food,Gastronomy,,Calculated,6,2023-03-11T15:43:43
LsYFCe1jedTNvkfjdDMXMQc7G2VZoEZGcNm8QmMKxyJqFj5TOwRmHF0Jyr1Gy4VS,wbXMHwUsVXzhnCt1GkDjmLZtyMH2x1DIAy6nsNP0fbEJjj0GqY6pRfSruhCBWqhK,Food,Cooking and Recipes,,Calculated,8,2023-03-24T06:34:42
